"","�..Movie.Name","Release.Date","Opening.Day","Opening.Weekend","End.of.Week.1","Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.","�..imdbId","Column1","releaseYear","releaseDate","genre","writers","actors","directors","sequel","FirstWeekIMDBRating"
"426","Mithya","08-Feb-08","0.48","1.79","2.99","5.19","tt1179782","#N/A",2008,"08-Feb-08","Comedy | Crime | Drama","Rajat Kapoor | Saurabh Shukla | Neerav Ghosh (lyrics) | Ashish Manchanda (lyrics) | Shahid Hamdaane (lyrics) | Prakash Chandra Dhamak (lyrics)","Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla","Rajat Kapoor","0",3
"427","Mod","14-10-2011","N.A.","N.A.","0.41","0.51","tt2043923","#N/A",2011,"14-Oct-11","Drama | Romance | Thriller","Nagesh Kukunoor","Ayesha Takia | Rannvijay Singh | Raghuvir Yadav | Tanvi Azmi","Nagesh Kukunoor","0",1
"428","Money Hai Toh Honey Hai","25-Jul-08","0.69","2.26","3.32","3.88","tt1126516","#N/A",2008,"25-Jul-08","Comedy | Drama","Muazzam Beg | Sameer (lyrics)","Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel","Ganesh Acharya","0",1
"429","Mr Joe B. Carvalho","03-Jan-14","0.65","2","2.95","3.08","tt2876408","#N/A",2014,"03-Jan-14","Comedy","Arshad Sayyad","Arshad Warsi | Soha Ali Khan | Rajesh Balwani | Geeta Basra","Samir Tewari","0",1
"430","Mr. White Mr. Black","02-May-08","0.55","1.78","2.49","2.81","tt1228726","#N/A",2008,"02-May-08","Action | Comedy | Crime","Deepak S. Shivdasani (story) | Nishikant Kamat (screenplay) | Sanjay Pawar (screenplay) | Sanjeev Duggal (screenplay) | Sameer (lyrics)","Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon","Deepak S. Shivdasani","0",1
"431","Mujhe Kucch Kehna Hai","25-May-01","0.81","2.46","5.11","17.28","tt0284328","#N/A",2001,"25-May-01","Romance","Rumi Jaffery (story) | A. Karunakaran (story)","Tusshar Kapoor | Kareena Kapoor | Amrish Puri | Rinke Khanna","Satish Kaushik","0",7
"432","Mujhse Fraaandship Karoge","14-10-2011","0.5","2.18","3.7","5.12","tt2057441","#N/A",2011,"14-Oct-11","Comedy | Drama | Romance","Pooja Desai (story) | Anvita Dutt (additional dialogue) | Anvita Dutt (screenplay) | Rajesh Narasimhan (screenplay) | Ashish Patil (story) | Ashish Patil","Saqib Saleem | Saba Azaad | Nishant Dahiya | Tara D'Souza","Nupur Asthana","0",2
"433","Mumbai Meri Jaan","22-Aug-08","0.44","1.57","2.44","3.54","tt1266583","#N/A",2008,"22-Aug-08","Drama","Yogesh Vinayak Joshi (screenplay) | Upendra Sidhaye (screenplay)","Paresh Rawal | Kay Kay Menon | Irrfan Khan | Madhavan","Nishikant Kamat","0",2
"434","Mumbai Se Aaya Mera Dost","22-08-2003","0.52","1.43","2.11","2.48","tt0363833","#N/A",2003,"22-Aug-03","Romance | Action | Adventure","Apoorva Lakhia","Abhishek Bachchan | Lara Dutta | Chunky Pandey | Aditya Lakhia","Apoorva Lakhia","0",1
"435","Murder 2","08-07-2011","7.1","22.35","36.5","47.9","tt1918965","#N/A",2011,"08-Jul-11","Action | Crime | Drama","Mahesh Bhatt | Shagufta Rafique","Jacqueline Fernandez | Yana Gupta | Emraan Hashmi | Amardeep Jha","Mohit Suri","1",7
"436","Murder 3","15-Feb-13","4.52","13.31","20.95","22.88","tt2429640","#N/A",2013,"15-Feb-13","Thriller","Mahesh Bhatt | Hatem Khraiche (original film ""La Cara Oculta"") | Amit Masurkar (additional screenplay)","Randeep Hooda | Aditi Rao Hydari | Sara Loren | Rajesh Shringarpore","Vishesh Bhatt","1",2
"437","Muskurake Dekh Zara","23-04-2010","N.A.","N.A.","N.A.","0.3","tt1607600","#N/A",2010,"26-Mar-10","Comedy | Horror | Romance","Anurag Kashyap","Mukesh Bhatt | Rajshree Choudhary | Arijit Sen Gupta | Om Katare","P. Som Shekar","0",1
"438","My Friend Ganesha 3","26-03-2010","N.A.","N.A.","N.A.","0.23","tt1796564","#N/A",2010,"26-Mar-10","Animation | Comedy | Drama","Shabbir Ahmed (lyrics) | Rajiv S. Ruia (story) | S. Sachindra","Makarand Anaspure | Krishna Bhatt | Sonika Gill | Eva Grover","Rajiv S. Ruia","1",1
"439","My Friend Pinto","14-10-2011","N.A.","N.A.","1.45","1.91","tt1512220","#N/A",2011,"21-Oct-11","Comedy | Crime | Drama","Raaghav Dar (story) | Arun Sukumar (story)","Prateik | Kalki Koechlin | Arjun Mathur | Shruti Seth","Raaghav Dar","0",1
"440","My Name Is Khan","12-02-2010","8","30","48.45","82.52","tt1188996","#N/A",2010,"12-Feb-10","Drama | Romance | Thriller","Shibani Bathija (story) | Shibani Bathija (dialogue) | Niranjan Iyengar (dialogue)","Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty","Karan Johar","0",6
"441","Myoho","14-Dec-12","N.A.","N.A.","N.A.","0.01","tt2210576","#N/A",2012,"14-Dec-12","Drama","Ranjan Shandilya","Kanwaljit Singh | Yashpal Sharma | Malay Chakrabarty | Brijendra Kala","Ranjan Shandilya","0",1
"442","Na Ghar Ke Na Ghaat Ke","12-03-2010","N.A.","N.A.","N.A.","0.82","tt1620907","#N/A",2010,"12-Mar-10","Comedy | Drama","Aman Ahmad Jeffery (story) | Alok Upadhyay (screenplay)","Om Puri | Paresh Rawal | Neena Gupta | Ravi Kishan","Rahul Aggarwal","0",1
"443","Na Tum Jaano Na Hum","10-May-02","0.81","2.46","4.34","8.14","tt0248216","#N/A",2002,"10-May-02","Comedy | Drama | Musical","Pratibha Acharya (dialogue) | Arjun Sablok","Saif Ali Khan | Hrithik Roshan | Esha Deol | Alok Nath","Arjun Sablok","0",1
"444","Naina","20-05-2005","0.68","2.13","3.41","4.83","tt0443594","#N/A",2005,"20-May-05","Drama | Horror | Mystery","Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali","Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha","Shripal Morakhia","0",2
"445","Naksha","08-Sep-06","1.39","3.76","5.43","6.61","tt0813540","#N/A",2006,"08-Sep-06","Action | Adventure","Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (dialogue)","Sunny Deol | Vivek Oberoi | Sameera Reddy | Jackie Shroff","Sachin Bajaj","0",1
"446","Nakshatra","29-10-2010","N.A.","N.A.","N.A.","0.16","tt1935184","#N/A",2010,"29-Oct-10","Crime | Drama | Mystery","Harry Anand (lyrics) | Nawab Arzoo (lyrics) | Rani Malik (lyrics) | Mohan Savalkar","Malaika Arora | Suresh Chatwal | Gajendra Chouhan | Anant Jog","Mohan Savalkar","0",1
"447","Namastey London","23-Mar-07","2.83","9.04","15.69","37.29","tt0795434","#N/A",2007,"23-Mar-07","Comedy | Drama | Romance","Suresh Nair | Ritesh Shah (dialogue)","Akshay Kumar | Katrina Kaif | Rishi Kapoor | Clive Standen","Vipul Amrutlal Shah","0",5
"448","Naqaab","13-Jul-07","2.31","7.1","10.26","12.69","tt1020978","#N/A",2007,"13-Jul-07","Crime | Drama | Romance","Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue) | Sameer (lyrics)","Bobby Deol | Akshaye Khanna | Urvashi Sharma | Vikas Kalantri","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0",1
"449","Nasha","26-Jul-13","0.74","3.2","3.5","3.86","tt3044882","#N/A",2013,"26-Jul-13","Drama | Romance | Thriller","Ajit Rajpal","Ranbir Chakma | Nikhil Desai | Raj Kesaria | Rohan Khurana","Amit Saxena","0",2
"450","Naughty @ 40","29-04-2011","N.A.","N.A.","N.A.","4.12","tt1363125","#N/A",2011,"29-Apr-11","Comedy | Drama","Salim Raza | Sameer Tandon (lyrics)","Govinda | Yuvika Chaudhry | Anupam Kher | Smita Jaykar","Jag Mundhra","0",1
"451","Nautanki Saala!","12-Apr-13","3.25","13.25","19","21.7","tt2341766","#N/A",2013,"12-Apr-13","Comedy","BenoÃ®t Graffin (original story) | Pierre Salvadori (original story) | Nipun Dharmadhikari (screenplay) | Rohan Sippy (screenplay) | Charudutt Acharya (screenplay)","Ayushmann Khurrana | Kunaal Roy Kapur | Pooja Salvi | Gaelyn Mendonca","Rohan Sippy","0",3
"452","Nayee Padosan","06-06-2003","0.36","1.1","1.8","3.09","tt0362902","#N/A",2003,"06-Jun-03","Comedy","Ikram Akhtar (screenplay) | Ikram Akhtar (story) | Raghuvir Shekhawat (dialogue)","Vikas Kalantri | Anuj Sawhney | Aslam Khan | Mahek Chahal","B.H. Tharun Kumar","0",3
"453","Nehlle Pe Dehlla","02-Mar-07","0.67","1.95","2.76","3.29","tt0476819","#N/A",2007,"02-Mar-07","Comedy | Thriller","Ajay Chandhok | Yunus Sajawal (screenplay)","Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt","Ajay Chandhok","0",1
"454","Neighbours","14-Mar-14","0N.A","0N.A","0.07","0.07","tt3592020","#N/A",2014,"14-Mar-14","Horror","Shyam Ramsay","Hritu | Sunny Singh | Gavie Chahal | Arbaaz Ali Khan","Shyam Ramsay","0",1
"455","New York","26-06-2009","5.62","17.42","27.36","45.39","tt1328634","#N/A",2009,"26-Jun-09","Crime | Drama | History","Aditya Chopra (story) | Sandeep Srivastava (screenplay)","John Abraham | Neil Nitin Mukesh | Katrina Kaif | Irrfan Khan","Kabir Khan","0",6
"456","Nishabd","02-Mar-07","1.15","3.73","5.46","7.53","tt0824375","#N/A",2007,"02-Mar-07","Drama","Kusum Punjabi (story)","Amitabh Bachchan | Jiah Khan | Revathy | Nasser","Ram Gopal Varma","0",2
"457","No Entry","26-08-2005","1.72","7.98","14.08","44.72","tt0451833","#N/A",2005,"26-Aug-05","Comedy | Drama | Musical","Anees Bazmee","Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu","Anees Bazmee","0",7
"458","No One Killed Jessica","07-01-2011","3.25","13.1","20.7","24.72","tt1734110","#N/A",2011,"07-Jan-11","Crime | Drama | Thriller","Amitabh Bhattacharya (lyrics) | Raj Kumar Gupta (story)","Rani Mukerji | Vidya Balan | Myra Karn | Neil Bhoopalam","Raj Kumar Gupta","0",5
"459","No Problem","10-12-2010","4.5","16.5","23.43","28","tt1431122","#N/A",2010,"10-Dec-10","Action | Comedy | Crime","Ikram Akhtar (screenplay) | Nisar Akhtar (additional dialogue) | Anand Raj Anand (lyrics) | Anees Bazmee | Kumaar (lyrics)","Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty","Anees Bazmee","0",2
"460","O Teri","28-Mar-14","0.9","2.25","3.3","3.46","tt3483596","#N/A",2014,"28-Mar-14","Comedy | Drama","Umesh Bist | Neeti Palta","Pulkit Samrat | Bilal Amrohi | Sarah-Jane Dias | Mandira Bedi","Umesh Bist","0",1
"461","Officer","14-Mar-01","0.43","1.21","2.08","3.71","tt0265452","#N/A",2001,"14-Mar-01","Action | Crime | Drama","Naeem Sha (dialogue) | Naeem Sha (screenplay) | Naeem Sha (story)","Sunil Shetty | Raveena Tandon | Danny Denzongpa | Sadashiv Amrapurkar","Naeem Sha","0",2
"462","Om","21-03-2003","0.31","0.88","1.34","2.2","tt0358613","#N/A",2003,"21-Mar-03","Action | Romance","Naeem-Ejaz (dialogue)","Attin Bhalla | Sandali Sinha | Smita Jaykar | Pankaj Dheer","Ashok Honda","0",1
"463","Om Jai Jagadish","19-Jul-02","0.79","2.34","3.71","6.16","tt0327071","#N/A",2002,"08-Jul-02","Drama | Musical","Rumi Jaffery (dialogue) | Rahul Nanda","Waheeda Rehman | Anil Kapoor | Fardeen Khan | Abhishek Bachchan","Anupam Kher","0",1
"464","Om Shanti Om","09-Nov-07","5.53","21.47","36.38","78.17","tt1024943","#N/A",2007,"09-Nov-07","Action | Comedy | Drama","Farah Khan (story) | Mushtaq Sheikh (screenplay) | Farah Khan (screenplay) | Mayur Puri (dialogue)","Shah Rukh Khan | Arjun Rampal | Kiron Kher | Shreyas Talpade","Farah Khan","0",8
"465","Omkara","28-Jul-06","2.78","8.43","13.22","23.22","tt0488414","#N/A",2006,"28-Jul-06","Action | Crime | Drama","Vishal Bhardwaj (screenplay) | Robin Bhatt (screenplay) | Abhishek Chaubey (screenplay) | Vishal Bhardwaj (dialogue) | William Shakespeare (play)","Ajay Devgn | Kareena Kapoor | Saif Ali Khan | Konkona Sen Sharma","Vishal Bhardwaj","0",2
"466","One 2 Ka 4","30-Mar-01","0.77","2.14","3.71","6.64","tt0227194","#N/A",2001,"30-Mar-01","Action | Comedy | Drama","Sanjay Chhel | Raaj Kumar Dahima (screenplay) | Manoj Lalwani (screenplay)","Shah Rukh Khan | Juhi Chawla | Jackie Shroff | Nirmal Pandey","Shashilal K. Nair","0",1
"467","One Two Three","28-Mar-08","2.15","7.53","11.46","17.12","tt1176960","#N/A",2008,"28-Mar-08","Action | Comedy | Drama","Ashwani Dhir (screenplay)","Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor","Ashwani Dhir","0",4
"468","Ooops a Desi","23-Aug-13","0N.A","0N.A","0N.A","0.01","tt3160450","#N/A",2013,"23-Aug-13","Thriller","C. Jenner Jose","BuAli Shah | Pragathi Yadhati | Adnan Khalid | C. Jenner Jose","C. Jenner Jose","0",1
"469","Overtime","10-Aug-12","0N.A","0N.A","0N.A","0.01","tt2404673","#N/A",2012,"29-Jun-12","Drama","Saajan Agarwal (dialogue) | Ajay Yadav (story)","Frank M. Ahearn | Ramnita Chaudhry | Preeti Chauhan | Divya Dutta","Ajay Yadav","0",1
"470","Oye Lucky! Lucky Oye!","28-Nov-08","0.7","2.97","4.63","6.72","tt1292703","#N/A",2008,"28-Nov-08","Comedy | Crime | Drama","Dibakar Banerjee (screenplay) | Urmi Juvekar (screenplay) | Manu Rishi Chadha (dialogues)","Abhay Deol | Paresh Rawal | Neetu Chandra | Archana Puran Singh","Dibakar Banerjee","0",2
"471","Paa","04-12-2009","2.15","10.9","16","30.49","tt1532957","#N/A",2009,"04-Dec-09","Comedy | Drama","R. Balki","Amitabh Bachchan | Abhishek Bachchan | Vidya Balan | Paresh Rawal","R. Balki","0",5
"472","Paagalpan","08-Jun-01","0N.A","0N.A","0.67","1.03","tt0285319","#N/A",2001,"08-Jun-01","Romance","Joy Augustine (story)","Karan Nath | Aarti Agarwal | Vilas Ujawane | Bharat Dabholkar","Joy Augustine","0",1
"473","Paheli","24-06-2005","2.02","5.76","8.75","12.85","tt0451850","#N/A",2005,"24-Jun-05","Fantasy | Romance","Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story)","Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan","Amol Palekar","0",3
"474","Pankh","02-04-2010","N.A.","0.17","0.17","0.21","tt1124386","#N/A",2010,"02-Apr-10","Drama","Sudipto Chattopadhyay (story) | Sudipto Chattopadhyay","Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy","Sudipto Chattopadhyay","0",1
"475","Paranthe Wali Gali","17-Jan-14","0.05","0.15","N.A.","0.15","tt2907156","#N/A",2014,"17-Jan-14","Drama | Romance","Sachin Gupta","Mohinder Gujral | Yuvraj Haral | Vijayant Kohli | Neha Pawar","Sachin Gupta","0",1
"476","Parineeta","10-06-2005","1.15","3.97","6.77","16.79","tt0437407","#N/A",2005,"10-Jun-05","Drama | Musical | Romance","Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay)","Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza","Pradeep Sarkar","0",3
"477","Partner","20-07-2009","5.38","16.57","27.74","60.05","tt0807758","#N/A",2007,"20-Jul-07","Comedy | Romance","Shabbir Ahmed (lyrics) | Sanjay Chhel (dialogue) | David Dhawan (screenplay) | Yunus Sajawal (screenplay) | Jalees Sherwani (lyrics)","Salman Khan | Govinda | Lara Dutta | Katrina Kaif","David Dhawan","0",7
"478","Parwana","12-09-2003","0.74","2.07","3.1","4.35","tt0366880","#N/A",2003,"12-Sep-03","Romance |Drama","Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Tanveer Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story)","Ajay Devgn | Ameesha Patel | Pooja Batra | Jagdeep","Deepak Bahry","0",2
"479","Patiala House","11-02-2011","4.1","15.25","22.5","31.16","tt1535467","#N/A",2011,"11-Feb-11","Comedy | Drama | Sport","Nikhil Advani (story) | Earl D'Souza (lyrics) | Anvita Dutt Guptan (dialogues) | Harshdeep Kaur (lyrics)","Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma","Nikhil Advani","0",2
"480","Payback","17-12-2010","N.A.","N.A.","N.A.","0.25","tt1740017","#N/A",2010,"26-Nov-10","Action | Crime | Drama","Upendra Sidhaye | Dev Sikandar (lyrics)","Gulshan Grover | Munish Khan | Zakir Hussain | Mukesh Tiwari","Sachin P. Karande","0",1
"481","Paying Guests","19-06-2009","1","3.33","4.64","5.55","tt1176961","#N/A",2009,"19-Jun-09","Comedy | Drama","Wajid Ali (lyrics) | Rashid Firozabadi (lyrics) | Lawrence John (additional dialogue & screenplay) | Paritosh Painter (story) | Jalees Sherwani (lyrics) | A.K. Upadhyay (lyrics)","Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth","Paritosh Painter","0",2
"482","Phas Gaye Re Obama","03-12-2010","0.22","1.2","2.05","2.45","tt1773015","#N/A",2010,"03-Dec-10","Comedy | Crime","Subhash Kapoor | Shellee (lyrics) | Gopal Tiwari (lyrics)","Rajat Kapoor | Neha Dhupia | Sanjay Mishra | Manu Rishi Chadha","Subhash Kapoor","0",2
"483","Phata Poster Nikhla Hero","20-Sep-13","6","21.25","31.5","36.53","tt2615584","#N/A",2013,"20-Sep-13","Action | Comedy","Rajkumar Santoshi","Shahid Kapoor | Ileana | Padmini Kolhapure | Mukesh Tiwari","Rajkumar Santoshi","0",2
"484","Phhir","12-08-2011","N.A.","N.A.","1.91","2.5","tt2023645","#N/A",2011,"12-Aug-11","Drama | Mystery | Romance","Vikram Bhatt | Girish Dhamija | Dheeraj Rattan (screenplay)","Mohan Agashe | Kasturi Banerjee | Roshni Chopra | Rajneesh Duggal","Girish Dhamija","0",1
"485","Phir Hera Pheri","09-Jun-06","3.28","9.86","17.75","40.8","tt0419058","#N/A",2006,"09-Jun-06","Comedy | Crime","Neeraj Vora","Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu","Neeraj Vora","1",7
"486","Phoonk","22-Aug-08","1.35","4.37","6.64","9.8","tt1267500","#N/A",2008,"22-Aug-08","Drama | Horror | Mystery","Milind Gadagkar | Sandeep Nath (lyrics) | Prashant Pandey (lyrics)","Sudeep | Amruta Khanvilkar | Ahsaas Channa | Ashwini Khalsekar","Ram Gopal Varma","0",6
"487","Phoonk 2","16-04-2010","N.A.","N.A.","N.A.","7.5","tt1612611","#N/A",2010,"16-Apr-10","Drama | Horror | Mystery","Milind Gadagkar","Sudeep | Amruta Khanvilkar | Ahsaas Channa | Anu Ansari","Milind Gadagkar","1",2
"488","Pinjar","24-10-2003","0.39","1.08","1.79","3.43","tt0347779","#N/A",2003,"N/A","Drama","Chandra Prakash Dwivedi (additional dialogue) | Chandra Prakash Dwivedi (screenplay) | Amrita Pritam (dialogue) | Amrita Pritam (novel) | Amrita Pritam (story)","Urmila Matondkar | Manoj Bajpayee | Sanjay Suri | Sandali Sinha","Chandra Prakash Dwivedi","0",1
"489","Pitaah","04-Jan-02","0.74","2.07","3.19","4.79","tt0305455","#N/A",2002,"04-Jan-02","Action | Drama","Ravi Shankar Jaiswal (additional dialogue) | Mahesh Manjrekar | K.K. Singh (dialogue) | Teja (screenplay) | Teja (story)","Sanjay Dutt | Nandita Das | Sachin Khedekar | Tanvi Hegde","Mahesh Manjrekar","0",2
"490","Pizza","18-Jul-14","0.75","2.91","4.22","4.25","tt3794302","#N/A",2014,"18-Jul-14","Horror | Thriller","Akshay Akkineni (screenplay) | Karthik Subbaraj (story)","Akshay Oberoi | Parvathy Omanakuttan | Dipannita Sharma | Arunoday Singh","Akshay Akkineni","0",1
"491","PK","19-Dec-14","26.63","95.41","183.09","340.8","tt2338151","#N/A",2014,"19-Dec-14","Comedy | Drama | Fantasy","Rajkumar Hirani | Abhijit Joshi | Sreerag Nambiar","Aamir Khan | Anushka Sharma | Sanjay Dutt | Boman Irani","Rajkumar Hirani","0",9
"492","Players","06-Jan-12","4.7","15.05","21.75","28.93","tt1784589","#N/A",2012,"06-Jan-12","Action | Crime | Thriller","Nikhat Bhatty (story) | Bhaskar Hazarika (story) | Rohit Jugraj (screenplay) | Sourabh Ratnu (story) | Sudip Sharma (screenplay)","Luna Rioumina | Abhishek Bachchan | Bipasha Basu | Shweta Bhardwaj","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0",1
"493","Policegiri","05-Jul-13","3.25","8.9","13.67","16.81","tt2861320","#N/A",2013,"05-Jul-13","Action | Comedy | Drama","Farhad (dialogue) | Hari (original story) | K.S. Ravikumar (screenplay) | Sajid (dialogue)","Sanjay Dutt | Prachi Desai | Prakash Raj | Om Puri","K.S. Ravikumar","0",2
"494","Prague","27-Sep-13","0N.A","0N.A","0.07","0.07","tt2401719","#N/A",2013,"27-Sep-13","Mystery | Romance | Thriller","Rohit Khaitan (conceived by) | Akshendra Mishra (additional screenplay) | Sumit Saxena (screenplay) | Ashish R. Shukla (screenplay) | Ashish R. Shukla (story) | Vijay Verma (additional screenplay)","Chandan Roy Sanyal | Arfi Lamba | Kumar Mayank | Sonia Bindra","Ashish R. Shukla","0",1
"495","Prem Kaa Game","26-03-2010","N.A.","N.A.","N.A.","N.A.","tt1610418","#N/A",2010,"26-Feb-10","Comedy | Drama","Javed Akhtar (lyrics) | Abbas Hirapurwala (dialogue) | B.A. Madhu (screenplay)","Arbaaz Khan | Madhuri Bhattacharya | Tara Sharma | Johnny Lever","Ashok Kheny","0",1
"496","Prince","09-04-2010","N.A.","N.A.","N.A.","28.45","tt1455816","#N/A",2010,"09-Apr-10","Action | Crime | Drama","Shiraz Ahmed (story) | Mayur Puri (dialogue) | Sameer (lyrics)","Vivek Oberoi | Isaiah | Aruna Shields | Nandana Sen","Kookie V. Gulati","0",2
"497","Purani Jeans","02-May-14","0.32","1.1","1.17","1.19","tt3681414","#N/A",2014,"02-May-14","Drama","Tanushri Chattrji Bassu","Rati Agnihotri | Param Baidwaan | Kashika Chopra | Sammy Durrani","Tanushri Chattrji Bassu","0",1
"498","Pyaar Ka Punchnama","20-05-2011","0.92","3.25","5.56","9","tt1926313","#N/A",2011,"20-May-11","Comedy | Drama | Romance","Luv Ranjan | Sumit Saxena (additional dialogue) | Sumit Saxena (additional screenplay writer) | Vaibhav Suman (additional dialogue) | Vaibhav Suman (additional screenplay writer)","Raayo S. Bakhirta | Nushrat Bharucha | Padam Bhola | Sonalli Sehgal","Luv Ranjan","0",4
"499","Pyaar Ke Side Effects","15-Sep-06","0.72","2.42","3.91","8.33","tt0480572","#N/A",2006,"15-Sep-06","Comedy | Drama | Romance","Saket Chaudhary | Pratibha Acharya (dialogue) | Vijay Krishna Acharya (dialogue)","Rahul Bose | Mallika Sherawat | Ranvir Shorey | Sharat Saxena","Saket Chaudhary","0",3
"500","Pyare Mohan","21-Apr-06","1.89","5.72","8.48","11.8","tt0461323","#N/A",2006,"21-Apr-06","Comedy | Drama | Romance","Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue)","Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao","Indra Kumar | Kookie V. Gulati","0",2
"501","Qasam Se Qasam Se","15-Jun-12","0N.A","0N.A","0.22","0.27","tt1852076","#N/A",2012,"15-Jun-12","Romance","Dr. Moauzzam Azam | Ravi | Nazim Hassan Rizvi","Faith | Farhan | Satish Kaushik | Omkar Das Manikpuri","Ashfaque Makrani","0",1
