Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
315,Jhoom Barabar Jhoom,15-Jun-07,4.47,13.93,20.53,27.27,tt0833476,2007,15-Jun-07,Comedy | Drama | Musical,Habib Faisal (screenplay) | Anurag Kashyap (story),Abhishek Bachchan | Preity Zinta | Bobby Deol | Lara Dutta,Shaad Ali,0,3
222,Force,30-09-2011,5.05,16,24.52,27.29,tt1992138,2011,30-Sep-11,Action | Crime | Drama,Gautham Menon (original story by) | Ritesh Shah,John Abraham | Genelia D'Souza | Raj Babbar | Mohnish Bahl,Nishikant Kamat,0,2
157,Dedh Ishqiya,10-Jan-14,3,12,19.64,27.5,tt2675978,2014,10-Jan-14,Comedy | Drama | Romance,Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (screenplay) | Abhishek Chaubey (screenplay) | Darab Farooqui (story),Naseeruddin Shah | Madhuri Dixit | Arshad Warsi | Huma Qureshi,Abhishek Chaubey,1,2
674,Wake Up Sid,02-10-2009,3.66,10.42,15.68,27.95,tt1324059,2009,02-Oct-09,Comedy | Drama | Romance,Ayan Mukherjee (story) | Niranjan Iyengar (dialogue),Ranbir Kapoor | Konkona Sen Sharma | Supriya Pathak | Anupam Kher,Ayan Mukherjee,0,5
481,No Problem,10-12-2010,4.5,16.5,23.43,28,tt1431122,2010,10-Dec-10,Action | Comedy | Crime,Ikram Akhtar (screenplay) | Nisar Akhtar (additional dialogue) | Anand Raj Anand (lyrics) | Anees Bazmee | Kumaar (lyrics),Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty,Anees Bazmee,0,2
641,The Shaukeens,07-Nov-14,5.12,18.52,18.88,28,tt3848888,2014,07-Nov-14,Comedy,Sai Kabir | Tigmanshu Dhulia (dialogue) | Tigmanshu Dhulia (screenplay) | Tigmanshu Dhulia (story),Akshay Kumar | Lisa Haydon | Rati Agnihotri | Cyrus Broacha,Abhishek Sharma,0,2
219,Ferrari Ki Sawaari,15-Jun-12,3.04,13.91,20.96,28.1,tt2122340,2012,15-Jun-12,Crime | Family | Sport,Vidhu Vinod Chopra (original story and screenplay) | Rajesh Mapuskar (original story and screenplay) | Rajkumar Hirani (original story and dialogue) | Shekhar Dhavalikar (script associate) | Ranjeet Bahadur (dialogue associate),Sharman Joshi | Boman Irani | Ritwik Sahore | Paresh Rawal,Rajesh Mapuskar,0,5
301,Ishqiya,29-01-2010,3.7115,9.33,13.22,28.55,tt1345777,2010,29-Jan-10,Comedy | Drama | Romance,Vishal Bhardwaj (screenplay) | Sabrina Dhawan (screenplay) | Abhishek Chaubey (screenplay) | Vishal Bhardwaj (dialogues),Naseeruddin Shah | Vidya Balan | Arshad Warsi | Salman Shahid,Abhishek Chaubey,0,5
186,Dil Toh Baccha Hai Ji,28-01-2011,3.7,15,21.13,28.91,tt1727496,2011,27-Jan-11,Comedy | Drama | Romance,Madhur Bhandarkar (story) | Sanjay Chhel (dialogue) | Kumaar (lyrics) | Neelesh Misra (lyrics) | Anil Pandey (story) | Sayeed Qadri (lyrics) | Neeraj Udhwani (screenplay) | Neeraj Udhwani (story),Ajay Devgn | Emraan Hashmi | Omi Vaidya | Shazahn Padamsee,Madhur Bhandarkar,0,2
515,Players,06-Jan-12,4.7,15.05,21.75,28.93,tt1784589,2012,06-Jan-12,Action | Crime | Thriller,Nikhat Bhatty (story) | Bhaskar Hazarika (story) | Rohit Jugraj (screenplay) | Sourabh Ratnu (story) | Sudip Sharma (screenplay),Luna Rioumina | Abhishek Bachchan | Bipasha Basu | Shweta Bhardwaj,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,1
399,London Dreams,30-10-2009,3.7648,14.6,23.36,28.96,tt0486615,2009,30-Oct-09,Musical,Ritesh Shah (dialogue) | Suresh Nair (story),Salman Khan | Om Puri | Ajay Devgn | Dilyana Bouklieva,Vipul Amrutlal Shah,0,2
231,Garam Masala,02-11-2005,3.02,7.11,14.13,29,tt0453671,2005,03-Nov-05,Comedy,Priyadarshan (screenplay) | Neeraj Vora (dialogue) | Priyadarshan (story),Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,Priyadarshan,0,6
402,Lootera,05-Jul-13,5.15,19,27.3,29,tt2224317,2013,05-Jul-13,Drama | Romance,Bhavani Iyer (screenplay) | Anurag Kashyap (dialogue) | Vikramaditya Motwane (screenplay),Ranveer Singh | Sonakshi Sinha | Adil Hussain | Vikrant Massey,Vikramaditya Motwane,0,2
35,Action Replayy,05-11-2010,2.75,16.75,23.4,29.06,tt1396208,2010,05-Nov-10,Comedy | Drama | Romance,Irshad Kamil (lyrics) | Aatish Kapadia (dialogues) | Aatish Kapadia (story) | Suresh Nair (story) | Ritesh Shah (dialogues),Akshay Kumar | Aishwarya Rai Bachchan | Om Puri | Kiron Kher,Vipul Amrutlal Shah,0,2
452,Mujhse Shaadi Karogi,30-Jul-04,2.45,7.29,12.21,29.11,tt0418362,2004,30-Jul-04,Comedy | Romance,Anees Bazmee | Rumi Jaffery (dialogue),Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,David Dhawan,0,6
529,Raavan,18-06-2010,3.7921,16.5,23.58,29.17,tt1334470,2010,18-Jun-10,Action | Adventure | Crime,Mani Ratnam (screenplay) | Vijay Krishna Acharya (dialogue),Abhishek Bachchan | Aishwarya Rai Bachchan | Govinda | 'Chiyaan' Vikram,Mani Ratnam,0,2
249,Guzaarish,19-11-2010,4,15,22,29.32,tt1438298,2010,19-Nov-10,Comedy | Drama | Romance,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (dialogue) | Bhavani Iyer (screenplay) | Vibhu Puri (dialogue) | Turaz (lyrics),Hrithik Roshan | Aishwarya Rai Bachchan | Shernaz Patel | Aditya Roy Kapoor,Sanjay Leela Bhansali,0,1
620,Tashan,25-Apr-08,3.92,1.22,18.68,29.35,tt0995752,2008,25-Apr-08,Action | Comedy | Crime,Vijay Krishna Acharya (story) | Vijay Krishna Acharya (screenplay) | Vijay Krishna Acharya (dialogue) | Piyush Mishra (lyrics) | Vishal Dadlani (lyrics) | Kausar Munir (lyrics),Akshay Kumar | Saif Ali Khan | Kareena Kapoor | Anil Kapoor,Vijay Krishna Acharya,0,3
432,Mausam,23-09-2011,3.8675,20.75,28.49,29.75,tt1627924,2011,23-Sep-11,Drama | Romance,Carl Austin (story) | Pankaj Kapur (screenplay),Shahid Kapoor | Sonam Kapoor | Anupam Kher | Supriya Pathak,Pankaj Kapur,0,2
493,Paa,04-12-2009,2.15,10.9,16,30.49,tt1532957,2009,04-Dec-09,Comedy | Drama,R. Balki,Amitabh Bachchan | Abhishek Bachchan | Vidya Balan | Paresh Rawal,R. Balki,0,5
274,Highway,21-Feb-14,3.42,13.97,22.38,30.61,tt2980794,2014,21-Feb-14,Drama | Romance,Imtiaz Ali,Alia Bhatt | Randeep Hooda | Durgesh Kumar | Arjun Malhotra,Imtiaz Ali,0,3
164,Delhi-6,20-02-2009,4.77,15.43,22.2,30.7,tt1043451,2009,20-Feb-09,Comedy | Drama,Rakeysh Omprakash Mehra (story) | Prasoon Joshi (story) | Kamlesh Pandey (story),Waheeda Rehman | Abhishek Bachchan | Sonam Kapoor | Rishi Kapoor,Rakeysh Omprakash Mehra,0,2
306,Jab We Met,26-Oct-07,1.75,6.82,11.8,31.06,tt1093370,2007,26-Oct-07,Comedy | Romance,Imtiaz Ali,Shahid Kapoor | Kareena Kapoor | Tarun Arora | Dara Singh,Imtiaz Ali,0,6
500,Patiala House,11-02-2011,4.1,15.25,22.5,31.16,tt1535467,2011,11-Feb-11,Comedy | Drama | Sport,Nikhil Advani (story) | Earl D'Souza (lyrics) | Anvita Dutt Guptan (dialogues) | Harshdeep Kaur (lyrics),Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma,Nikhil Advani,0,2
670,Vivah,10-Nov-06,0.83,2.84,5.63,31.56,tt0494290,2006,10-Nov-06,Drama | Family | Musical,Aash Karan Atal (dialogue) | Sooraj R. Barjatya (story),Shahid Kapoor | Amrita Rao | Anupam Kher | Alok Nath,Sooraj R. Barjatya,0,8
177,Dhoom,27-Aug-04,1.85,5.82,10.51,31.6,tt0422091,2004,27-Aug-04,Action | Adventure | Thriller,Vijay Krishna Acharya (dialogue) | Vijay Krishna Acharya (screenplay),Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,Sanjay Gadhvi,0,7
197,Dum Maaro Dum,22-04-2011,5.4,16.5,23.8,31.74,tt1618430,2011,22-Apr-11,Action | Crime | Drama,Charudutt Acharya (dialogue) | Purva Naresh (dialogue) | Shridhar Raghavan (dialogue) | Shridhar Raghavan,Abhishek Bachchan | Bipasha Basu | Rana Daggubati | Prateik,Rohan Sippy,0,2
174,Dhamaal,07-Sep-07,2.38,8,13.65,32.51,tt0845448,2007,07-Sep-07,Comedy,Paritosh Painter (story) | Paritosh Painter (screenplay) | Paritosh Painter (dialogue) | Balvinder Singh Suri (dialogue) | Bunty Rathore (dialogue),Sanjay Dutt | Ritesh Deshmukh | Arshad Warsi | Aashish Chaudhary,Indra Kumar,0,5
545,Rascals,06-10-2011,3.26,23.5,27.68,32.6,tt1830786,2011,06-Oct-11,Action | Comedy | Crime,Sanjay Chhel (screenplay) | Yunus Sajawal (dialogue),Ajay Devgn | Sanjay Dutt | Kangana Ranaut | Lisa Haydon,David Dhawan,0,2
357,Kill Dil,14-Nov-14,6.53,20.18,29.28,33.14,tt3380264,2014,14-Nov-14,Action | Crime | Drama,Nitesh Tiwari (screenplay) | Shreyas Jain (screenplay) | Nikhil Mehrotra (screenplay),Ranveer Singh | Ali Zafar | Parineeti Chopra | Govinda,Shaad Ali,0,2
234,Ghanchakkar,28-Jun-13,7.2,22.3,31.6,34,tt2246724,2013,03-Jul-13,Comedy | Crime | Thriller,Raj Kumar Gupta (screenplay) | Parveez Sheikh (screenplay) | Parveez Sheikh (story),Vidya Balan | Emraan Hashmi | Parvin Dabas | Rajesh Sharma,Raj Kumar Gupta,0,2
388,Lagaan: Once Upon a Time in India,15-Jun-01,1,3.14,6.63,34.31,tt0169102,2001,08-May-02,Adventure | Drama | Musical,Ashutosh Gowariker (story) | Ashutosh Gowariker (screenplay) | Kumar Dave (screenplay) | Sanjay Dayma (screenplay) | K.P. Saxena (dialogue),Aamir Khan | Gracy Singh | Rachel Shelley | Paul Blackthorne,Ashutosh Gowariker,0,6
572,Sarkar Raj,06-Jun-08,4.97,16.42,23.83,34.31,tt0490210,2008,06-Jun-08,Action | Crime | Drama,Prashant Pandey,Amitabh Bachchan | Abhishek Bachchan | Aishwarya Rai Bachchan | Ravi Kale,Ram Gopal Varma,1,3
213,English Vinglish,05-Oct-12,2.51,13.06,21,34.86,tt2181931,2012,05-Oct-12,Comedy | Drama | Family,Gauri Shinde,Sridevi | Adil Hussain | Mehdi Nebbou | Priya Anand,Gauri Shinde,0,5
668,Vicky Donor,20-Apr-12,1.8,7.4,12.5,35.5,tt2317337,2012,20-Apr-12,Comedy | Romance,Juhi Chaturvedi (dialogue) | Juhi Chaturvedi (screenplay) | Juhi Chaturvedi (story),Ayushmann Khurrana | Yami Gautam | Annu Kapoor | Dolly Ahluwalia,Shoojit Sircar,0,6
429,Mardaani,22-Aug-14,3.46,14.46,22.97,35.82,tt3495000,2014,22-Aug-14,Action | Drama | Thriller,Gopi Puthran,Rani Mukerji | Tahir Raj Bhasin | Gautam Babbar | Probir Dutt,Pradeep Sarkar,0,4
221,Finding Fanny,12-Sep-14,5.1,19.9,28.09,35.91,tt3142688,2014,12-Sep-14,Comedy | Drama | Romance,Homi Adajania | Kersi Khambatta,Deepika Padukone | Arjun Kapoor | Naseeruddin Shah | Dimple Kapadia,Homi Adajania,0,2
73,Bachna Ae Haseeno,15-Aug-08,4.87,13.15,20.07,36.19,tt1182972,2008,15-Aug-08,Comedy | Drama | Romance,Aditya Chopra (story) | Devika Bhagat (screenplay) | Anvita Dutt Guptan (dialogue),Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Siddharth Anand,0,5
421,Main Hoon Na,30-Apr-04,2.72,8.03,14.57,36.2,tt0347473,2004,30-Apr-04,Action | Comedy | Romance,Farah Khan (story) | Abbas Tyrewala (screenplay) | Farah Khan (screenplay) | Rajesh Saathi (screenplay) | Abbas Tyrewala (dialogue),Shah Rukh Khan | Sushmita Sen | Sunil Shetty | Zayed Khan,Farah Khan,0,6
114,Bunty Aur Babli,27-05-2005,2.68,8.66,14.37,36.25,tt0448206,2005,27-May-05,Adventure | Comedy | Crime,Aditya Chopra (story) | Jaideep Sahni (screenplay) | Jaideep Sahni (dialogue),Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja,Shaad Ali,0,7
541,Ramaiya Vastavaiya,19-Jul-13,4.1,15.3,26.85,36.3,tt2357926,2013,19-Jul-13,Comedy | Family | Romance,Shiraz Ahmed (screenplay) | Veeru Potla (story),Shruti K. Haasan | Girish Taurani | Randhir Kapoor | Sonu Sood,Prabhudheva,0,2
225,Fukrey,14-Jun-13,2.62,9.82,18.42,36.5,tt2806788,2013,14-Jun-13,Comedy | Drama | Romance,Mrigdeep Singh Lamba (additional dialogue) | Mrigdeep Singh Lamba (screenplay) | Vipul Vig (screenplay) | Vipul Vig (story),Priya Anand | Richa Chadda | Kapil Dubey | Ali Fazal,Mrigdeep Singh Lamba,0,5
504,Phata Poster Nikhla Hero,20-Sep-13,6,21.25,31.5,36.53,tt2615584,2013,20-Sep-13,Action | Comedy,Rajkumar Santoshi,Shahid Kapoor | Ileana | Padmini Kolhapure | Mukesh Tiwari,Rajkumar Santoshi,0,2
686,Yamla Pagla Deewana 2,07-Jun-13,7.5,22.5,32,36.7,tt2510874,2013,07-Jun-13,Action | Comedy | Drama,Jasvinder Bath (screenplay) | Lynda Deol (story),Dharmendra | Sunny Deol | Bobby Deol | Neha Sharma,Sangeeth Sivan,1,2
619,Tanu Weds Manu,25-02-2011,3.26,11.27,18.56,36.84,tt1694542,2011,25-Feb-11,Comedy | Drama | Romance,Himanshu Sharma (screenplay),Madhavan | Kangana Ranaut | Jimmy Shergill | Deepak Dobriyal,Aanand Rai,0,6
470,Namastey London,23-Mar-07,2.83,9.04,15.69,37.29,tt0795434,2007,23-Mar-07,Comedy | Drama | Romance,Suresh Nair | Ritesh Shah (dialogue),Akshay Kumar | Katrina Kaif | Rishi Kapoor | Clive Standen,Vipul Amrutlal Shah,0,5
577,Shaadi Ke Side Effects,28-Feb-14,5.7,34.23,30.83,37.36,tt3302962,2014,28-Feb-14,Comedy | Romance,Saket Chaudhary (screenplay) | Saket Chaudhary (story) | Zeenat Lakhani (screenplay) | Zeenat Lakhani (story) | Arshad Sayed (dialogue) | Arshad Sayed (screenplay),Farhan Akhtar | Vidya Balan | Vir Das | Ram Kapoor,Saket Chaudhary,1,2
259,Hasee Toh Phasee,07-Feb-14,4.65,18.4,28.55,37.4,tt3173910,2014,07-Feb-14,Comedy | Romance,Harshavardhan Kulkarni (story) | Harshavardhan Kulkarni (dialogue) | Anurag Kashyap (dialogue) | Purva Naresh (dialogue) | Vinil Matthew (dialogue),Sidharth Malhotra | Parineeti Chopra | Adah Sharma | Manoj Joshi,Vinil Matthew,0,4
613,Ta Ra Rum Pum,27-Apr-07,3.66,11.42,18.05,38.45,tt0833553,2007,27-Apr-07,Comedy | Family | Romance,Habib Faisal (screenplay),Saif Ali Khan | Rani Mukerji | Mayank Amin | Vic Aviles,Siddharth Anand,0,5
102,Blue,16-10-2009,5.83,18.07,29.72,38.55,tt1223922,2009,16-Oct-09,Action | Adventure | Romance,Anthony D'Souza | Mayur Puri (dialogue),Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan,Anthony D'Souza,0,2
349,Khatta Meetha,23-07-2010,7,23,32.91,38.66,tt1455811,2010,23-Jul-10,Comedy | Crime | Drama,Jay Master (dialogues) | Priyadarshan (screenplay) | Priyadarshan (story) | Nitin Raikwar (lyrics) | Shehzad Roy (lyrics),Akshay Kumar | Rajpal Yadav | Aruna Irani | Kulbhushan Kharbanda,Priyadarshan,0,3
93,Bhoothnath Returns,11-Apr-14,4.07,18.02,30.14,39.54,tt3531852,2014,11-Apr-14,Comedy | Drama | Fantasy,Piyush Gupta | Shreyas Jain (additional script writer) | Nikhil Mehrotra (additional script writer) | Nitesh Tiwari,Amitabh Bachchan | Boman Irani | Parth Bhalerao | Sanjay Mishra,Nitesh Tiwari,1,3
207,Ek Main Aur Ekk Tu,10-Feb-12,5.25,21.25,32.75,39.75,tt1703958,2012,10-Feb-12,Comedy | Drama | Romance,Shakun Batra | Ayesha DeVitre,Kareena Kapoor | Boman Irani | Imran Khan | Ratna Pathak,Shakun Batra,0,4
22,Aarakshan,12-08-2011,6.006,16.9,26.52,40.04,tt1848771,2011,12-Aug-11,Drama | Thriller,Prakash Jha | Anjum Rajabali,Amitabh Bachchan | Saif Ali Khan | Manoj Bajpayee | Deepika Padukone,Prakash Jha,0,2
684,Yaariyan,10-Jan-14,5.75,19.2,31.5,40.14,tt3382148,2014,10-Jan-14,Drama | Romance,N/A,Himansh Kohli | Vivek Bhatnagar | Nicole Faria | Gulshan Grover,Divya Khosla,0,4
55,Anjaana Anjaani,01-10-2010,7,20.51,33,40.29,tt1499201,2010,01-Oct-10,Comedy | Drama | Musical,Mamta Anand (story) | Siddharth Anand (dialogue) | Siddharth Anand (screenplay) | Vishal Dadlani (lyrics) | Advaita Kala (screenplay) | Kumaar (lyrics) | Kausar Munir (lyrics),Priyanka Chopra | Carl Marino | Ranbir Kapoor | Aubrey K. Miller,Siddharth Anand,0,4
86,Bhagam Bhag,22-Dec-06,3.43,11.34,20.91,40.38,tt0805184,2006,22-Dec-06,Comedy | Mystery | Romance,Neeraj Vora,Akshay Kumar | Govinda | Paresh Rawal | Lara Dutta,Priyadarshan,0,6
506,Phir Hera Pheri,09-Jun-06,3.28,9.86,17.75,40.8,tt0419058,2006,09-Jun-06,Comedy | Crime,Neeraj Vora,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,Neeraj Vora,1,7
64,Atithi Tum Kab Jaoge?,05-03-2010,6.168,11.86,18.93,41.12,tt1578116,2010,05-Mar-10,Comedy | Drama,Robin Bhatt (screenplay) | Ashwani Dhir | Tushar Hiranandani (screenplay) | Amit Mishra (lyrics),Ajay Devgn | Konkona Sen Sharma | Paresh Rawal | Satish Kaushik,Ashwani Dhir,0,4
172,Devdas,12-Jul-02,2.09,6.15,11.78,41.66,tt0238936,2002,12-Jul-02,Musical | Romance,Saratchandra Chatterjee (based on the novel by) | Prakash Kapadia (screenplay) | Sanjay Leela Bhansali (screenplay) | Prakash Kapadia (dialogue),Shah Rukh Khan | Madhuri Dixit | Aishwarya Rai Bachchan | Jackie Shroff,Sanjay Leela Bhansali,0,6
173,Devdas,12-07-2002,2.09,6.15,11.78,41.66,tt0238936,2002,12-Jul-02,Musical | Romance,Saratchandra Chatterjee (based on the novel by) | Prakash Kapadia (screenplay) | Sanjay Leela Bhansali (screenplay) | Prakash Kapadia (dialogue),Shah Rukh Khan | Madhuri Dixit | Aishwarya Rai Bachchan | Jackie Shroff,Sanjay Leela Bhansali,0,6
168,Desi Boyz,25-11-2011,8,25.5,35.27,42.4,tt1985981,2011,25-Nov-11,Comedy | Drama,Rohit Dhawan (screenplay) | Rohit Dhawan (story) | Renuka Kunzru (dialogue) | Milap Zaveri (additional screenplay),Bruna Abdullah | John Abraham | Shekhar Bassi | Peter Brown,Rohit Dhawan,0,2
311,Jannat 2,04-May-12,8.52,24.03,35.55,42.5,tt2319889,2012,04-May-12,Crime | Drama | Thriller,Kapil Chopra | Sanjay Masoom (dialogue),Mohammed Zeeshan Ayyub | Viren Basoya | Manish Chaudhary | Esha Gupta,Kunal Deshmukh,1,5
417,Madras Cafe,23-Aug-13,5.23,21.01,33.81,42.67,tt2855648,2013,23-Aug-13,Action | Drama | History,Shubhendu Bhattacharya (story) | Juhi Chaturvedi (dialogue) | Somnath Dey (story) | Dusan Tolmac (additional screenplay) | Dusan Tolmac (script consultant),John Abraham | Nargis Fakhri | Rashi Khanna | Avijit Dutt,Shoojit Sircar,0,4
293,I Hate Luv Storys,02-07-2010,7,23,33.13,43.17,tt1667838,2010,02-Jul-10,Comedy | Drama | Romance,Vishal Dadlani (lyrics) | Kumaar (lyrics) | Punit Malhotra (story),Imran Khan | Sonam Kapoor | Sammir Dattani | Samir Soni,Punit Malhotra,0,6
37,Agent Vinod,23-Mar-12,9.8,30.15,38.65,43.29,tt1395025,2012,23-Mar-12,Action,Arijit Biswas (story) | Sriram Raghavan (story),Kareena Kapoor | Saif Ali Khan | Adil Hussain | Gulshan Grover,Sriram Raghavan,0,2
271,Heroine,21-Sep-12,7.5,25,37.1,43.45,tt1949548,2012,21-Sep-12,Drama,Madhur Bhandarkar | Niranjan Iyengar | Anuradha Tiwari,Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami,Madhur Bhandarkar,0,3
194,Dostana,14-Nov-08,5.29,17.53,26.74,44.38,tt1185420,2008,14-Nov-08,Comedy | Drama | Romance,Anvita Dutt Guptan (dialogue script) | Tarun Mansukhani (first story),Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Tarun Mansukhani,0,4
332,Kabhi Alvida Naa Kehna,11-Aug-06,5.18,16.62,27.79,44.41,tt0449999,2006,11-Aug-06,Drama,Karan Johar (story) | Shibani Bathija (screenplay) | Karan Johar (screenplay) | Niranjan Iyengar (dialogue),Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta,Karan Johar,0,5
479,No Entry,26-08-2005,1.72,7.98,14.08,44.72,tt0451833,2005,26-Aug-05,Comedy | Drama | Musical,Anees Bazmee,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,Anees Bazmee,0,7
386,Kyaa Super Kool Hain Hum,27-Jul-12,7.12,23.06,35.5,45.14,tt2027138,2012,27-Jul-12,Comedy,Sukhmani Sadana (dialogue revisor) | Sachin Yardi,Anupam Kher | Ritesh Deshmukh | Rohit Shetty | Tusshar Kapoor,Sachin Yardi,1,5
477,New York,26-06-2009,5.62,17.42,27.36,45.39,tt1328634,2009,26-Jun-09,Crime | Drama | History,Aditya Chopra (story) | Sandeep Srivastava (screenplay),John Abraham | Neil Nitin Mukesh | Katrina Kaif | Irrfan Khan,Kabir Khan,0,6
248,Guru,12-Jan-07,3.37,11.14,18.7,45.49,tt0499375,2007,12-Jan-07,Biography | Drama | Musical,Mani Ratnam (screenplay) | Vijay Krishna Acharya (dialogue) | Anurag Kashyap (additional dialogue) | Sujatha (additional dialogue) | Suhasini (additional dialogue),Mithun Chakraborty | Abhishek Bachchan | Aishwarya Rai Bachchan | Madhavan,Mani Ratnam,0,6
667,Veer,22-01-2010,7,19.57,31.82,46,tt1185412,2010,22-Jan-10,Action | Adventure | Drama,Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story),Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma,0,3
633,Thank You,08-04-2011,5,18.5,30.5,46.57,tt1720254,2011,08-Apr-11,Comedy | Drama | Romance,Ikram Akhtar (screen play) | Nisar Akhtar | Anees Bazmee | Amitabh Bhattacharya (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics),Akshay Kumar | Bobby Deol | Sonam Kapoor | Sunil Shetty,Anees Bazmee,0,2
591,Shuddh Desi Romance,06-Sep-13,6.45,23.27,36.58,46.6,tt2988272,2013,06-Sep-13,Comedy | Drama | Romance,Jaideep Sahni,Sushant Singh Rajput | Parineeti Chopra | Vaani Kapoor | Rishi Kapoor,Maneesh Sharma,0,6
341,Kambakkht Ishq,03-07-2009,7.42,22.62,33.1,47.09,tt1144804,2009,03-Jul-09,Action | Comedy | Romance,Sabir Khan (screenplay) | Ishita Moitra (screenplay) | Anvita Dutt Guptan (dialogue) | Kiran Kotrial (screenplay),Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Sabir Khan,0,4
275,Himmatwala,29-Mar-13,12.1,31.1,0N.A,47.45,tt2344678,2013,29-Mar-13,Action | Comedy,K. Raghavendra Rao (original story) | Sajid Khan (story) | Sajid Khan (screenplay) | Farhad (screenplay) | Sajid (screenplay),Ajay Devgn | Tamannaah Bhatia | Mahesh Manjrekar | Paresh Rawal,Sajid Khan,0,2
455,Murder 2,08-07-2011,7.1,22.35,36.5,47.9,tt1918965,2011,08-Jul-11,Action | Crime | Drama,Mahesh Bhatt | Shagufta Rafique,Jacqueline Fernandez | Yana Gupta | Emraan Hashmi | Amardeep Jha,Mohit Suri,1,7
155,De Dana Dan,27-11-2009,6.2413,21.37,34.31,48.01,tt1255951,2009,27-Nov-09,Comedy,Suresh Krishna (story) | Jay Master (dialogues) | Ashiesh Pandit (lyrics) | Priyadarshan (screenplay) | Sayeed Qadri (lyrics) | Neeraj Shridhar (lyrics),Akshay Kumar | Sunil Shetty | Katrina Kaif | Sameera Reddy,Priyadarshan,0,4
90,Bhool Bhulaiyaa,12-Oct-07,3.88,14.37,23.5,49.1,tt0995031,2007,12-Oct-07,Comedy | Horror | Mystery,Neeraj Vora (screenplay) | Manisha Korde (dialogue) | Madhu Muttam (original story),Akshay Kumar | Vidya Balan | Ameesha Patel | Shiney Ahuja,Priyadarshan,0,6
361,Kites,21-05-2010,10.4,30.5,40.9,49.27,tt1198101,2010,21-May-10,Action | Drama | Romance,Anurag Basu (screenplay) | Robin Bhatt (screenplay) | Sanjeev Dutta (dialogue) | Akarsh Khurana (additional English dialogue) | Akarsh Khurana (screenplay) | Rakesh Roshan (story),Hrithik Roshan | BÃ¡rbara Mori | Steven Michael Quezada | Kangana Ranaut,Anurag Basu,0,2
422,Main Tera Hero,04-Apr-14,6.6,22.73,38.48,50.6,tt2762334,2014,04-Apr-14,Action | Comedy | Romance,Tushar Hiranandani (story) | Milap Zaveri (dialogue),Salman Khan | Ileana | Anupam Kher | Varun Dhawan,David Dhawan,0,5
241,Golmaal Returns,29-Oct-08,5.89,17.56,33.9,51.12,tt1092005,2008,29-Oct-08,Comedy | Crime | Drama,Indie (lyrics) | Rumi Jaffery | Ashiesh Pandit (lyrics) | Yunus Sajawal (screenplay) | Sameer (lyrics) | Neeraj Shridhar (lyrics) | Neeraj Vora (dialogue),Amrita Arora | Leigh Barwell | Robin Bhatt | Ajay Devgn,Rohit Shetty,1,6
335,Kahaani,09-Mar-12,2.95,13.83,24.15,51.55,tt1821480,2012,09-Mar-12,Drama | Mystery | Thriller,Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Advaita Kala (story) | Suresh Nair (additional screenplay) | Ritesh Shah (dialogue) | Nikhil Vyas (additional screenplay),Vidya Balan | Parambrata Chatterjee | Dhritiman Chatterjee | Saswata Chatterjee,Sujoy Ghosh,0,6
216,Fanaa,26-May-06,3.96,11.74,20.32,51.87,tt0439662,2006,26-May-06,Drama | Musical | Romance,Shibani Bathija (screenplay) | Shibani Bathija (story) | Shibani Bathija,Aamir Khan | Kajol | Rishi Kapoor | Tabu,Kunal Kohli,0,7
165,Delhi Belly,01-07-2011,7.15,26.15,35.02,52,tt1934231,2011,01-Jul-11,Comedy | Crime | Drama,Akshat Verma,Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury,Abhinay Deo | Akshat Verma,0,6
272,Heropanti,23-May-14,6.63,21.33,35.91,52.92,tt3142232,2014,23-May-14,Action | Romance,Sanjeev Dutta,Tiger Shroff | Kriti Sanon | Parth Akerkar | Anuradha Chandan,Sabir Khan,0,6
